"","Gene","Clinical.feature","Cancer","Sample.type","Sample.total","Sample.total.wData","Group1","Group2","Group3","Group4","Group5","Group1.samples","Group2.samples","Group3.samples","Group4.samples","Group5.samples","Group1.isNA.samples","Group2.isNA.samples","Group3.isNA.samples","Group4.isNA.samples","Group5.isNA.samples","Group1.mean","Group2.mean","Group3.mean","Group4.mean","Group5.mean","term","comparison","estimate","conf.low","conf.high","adj.p.value","p.adj"
"86","TMPRSS2","stage","BLCA","Tumor",408,406,"I","II","III","IV",NA,2,130,140,134,NA,0,0,0,0,NA,11.7333668086009,9.14780123153829,8.54693162772877,9.24047891264635,NA,NA,NA,NA,NA,NA,NA,NA
"87","TMPRSS2","stage","BRCA","Tumor",1084,1061,"I","II","III","IV",NA,179,615,247,20,NA,0,0,0,0,NA,7.85565772152598,7.66005702632738,7.5833706138067,8.41526288174583,NA,"stage","III-IV",-0.831892267939154,-1.95017438653941,0.286389850661102,0.222633122332243,0.999999365038268
"88","TMPRSS2","stage","BRCA","Tumor",1084,1061,"I","II","III","IV",NA,179,615,247,20,NA,0,0,0,0,NA,7.85565772152598,7.66005702632738,7.5833706138067,8.41526288174583,NA,"stage","II-IV",-0.755205855418479,-1.84813883534834,0.337727124511379,0.2845026940278,0.999999365038268
"89","TMPRSS2","stage","BRCA","Tumor",1084,1061,"I","II","III","IV",NA,179,615,247,20,NA,0,0,0,0,NA,7.85565772152598,7.66005702632738,7.5833706138067,8.41526288174583,NA,"stage","I-IV",-0.559605160219879,-1.69368661651529,0.574476296075529,0.582495534082136,0.999999365038268
"90","TMPRSS2","stage","BRCA","Tumor",1084,1061,"I","II","III","IV",NA,179,615,247,20,NA,0,0,0,0,NA,7.85565772152598,7.66005702632738,7.5833706138067,8.41526288174583,NA,"stage","II-III",0.076686412520675,-0.285662383591838,0.439035208633188,0.948009782496652,0.999999365038268
"91","TMPRSS2","stage","BRCA","Tumor",1084,1061,"I","II","III","IV",NA,179,615,247,20,NA,0,0,0,0,NA,7.85565772152598,7.66005702632738,7.5833706138067,8.41526288174583,NA,"stage","I-III",0.272287107719275,-0.199872717910713,0.744446933349262,0.447610056458702,0.999999365038268
"92","TMPRSS2","stage","BRCA","Tumor",1084,1061,"I","II","III","IV",NA,179,615,247,20,NA,0,0,0,0,NA,7.85565772152598,7.66005702632738,7.5833706138067,8.41526288174583,NA,"stage","I-II",0.1956006951986,-0.212911853906351,0.60411324430355,0.606560826237458,0.999999365038268
"93","TMPRSS2","stage","CESC","Tumor",304,0,"I","II","III","IV",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","TMPRSS2","stage","CHOL","Tumor",36,36,"I","II","III","IV",NA,19,9,1,7,NA,0,0,0,0,NA,10.2444340899011,10.1574966960074,2.08691960673733,10.2700512696116,NA,NA,NA,NA,NA,NA,NA,NA
"95","TMPRSS2","stage","COAD","Tumor",447,436,"I","II","III","IV",NA,74,175,124,63,NA,0,0,0,0,NA,11.8567342629891,11.7560469215681,11.7963764615642,11.7513595241389,NA,"stage","III-IV",0.0450169374253075,-0.248671247050671,0.338705121901286,0.979037259690876,0.999999365038268
