"","Gene","Clinical.feature","Cancer","Sample.type","Sample.total","Sample.total.wData","Group1","Group2","Group3","Group4","Group5","Group1.samples","Group2.samples","Group3.samples","Group4.samples","Group5.samples","Group1.isNA.samples","Group2.isNA.samples","Group3.isNA.samples","Group4.isNA.samples","Group5.isNA.samples","Group1.mean","Group2.mean","Group3.mean","Group4.mean","Group5.mean","term","comparison","estimate","conf.low","conf.high","adj.p.value","p.adj"
"106","TMPRSS2","race","HNSC","Tumor",500,483,"AA","ASIAN","WHITE",NA,NA,47,10,426,NA,NA,0,0,0,NA,NA,6.03097627659597,3.71395307861076,6.15512884637918,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","TMPRSS2","race","KICH","Normal",24,23,"AA","ASIAN","WHITE",NA,NA,1,1,21,NA,NA,0,0,0,NA,NA,10.714923768377,11.0358713019208,11.4235190238678,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","TMPRSS2","race","KICH","Tumor",65,63,"AA","ASIAN","WHITE",NA,NA,4,2,57,NA,NA,0,0,0,NA,NA,13.3573039046142,12.7126113915226,12.3867767914028,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","TMPRSS2","race","KIRC","Normal",72,69,"AA","ASIAN","WHITE",NA,NA,2,0,67,NA,NA,0,0,0,NA,NA,10.5054382845684,NA,11.1834955158553,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","TMPRSS2","race","KIRC","Tumor",530,523,"AA","ASIAN","WHITE",NA,NA,56,8,459,NA,NA,0,0,0,NA,NA,4.91693692382203,3.32679350908177,4.24152930342507,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","TMPRSS2","race","KIRP","Normal",32,29,"AA","ASIAN","WHITE",NA,NA,5,0,24,NA,NA,0,0,0,NA,NA,11.2556920303503,NA,11.4256206310613,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","TMPRSS2","race","KIRP","Tumor",288,271,"AA","ASIAN","WHITE",NA,NA,60,6,205,NA,NA,0,0,0,NA,NA,6.22009994308165,6.91333775334849,5.86551509856536,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","TMPRSS2","race","LAML","Normal",0,0,"AA","ASIAN","WHITE",NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","TMPRSS2","race","LAML","Tumor",145,143,"AA","ASIAN","WHITE",NA,NA,13,1,129,NA,NA,13,1,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","TMPRSS2","race","LGG","Normal",0,0,"AA","ASIAN","WHITE",NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","TMPRSS2","race","LGG","Tumor",510,499,"AA","ASIAN","WHITE",NA,NA,21,8,470,NA,NA,0,0,0,NA,NA,3.20572695245431,2.82605163461115,3.20416685280525,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","TMPRSS2","race","LIHC","Normal",50,47,"AA","ASIAN","WHITE",NA,NA,7,6,34,NA,NA,0,0,0,NA,NA,11.5041660805632,10.6695398147131,10.9124639724458,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","TMPRSS2","race","LIHC","Tumor",371,359,"AA","ASIAN","WHITE",NA,NA,17,158,184,NA,NA,0,0,0,NA,NA,9.48340796770355,9.29823585293916,9.68977695873408,NA,NA,"race","ASIAN-WHITE",-0.391541105794918,-0.774911750344357,-0.00817046124547877,0.0440536372885076,0.317186188477255
"119","TMPRSS2","race","LIHC","Tumor",371,359,"AA","ASIAN","WHITE",NA,NA,17,158,184,NA,NA,0,0,0,NA,NA,9.48340796770355,9.29823585293916,9.68977695873408,NA,NA,"race","AA-WHITE",-0.20636899103053,-1.10236879262792,0.689630810566859,0.850583509895169,0.999988432922797
"120","TMPRSS2","race","LIHC","Tumor",371,359,"AA","ASIAN","WHITE",NA,NA,17,158,184,NA,NA,0,0,0,NA,NA,9.48340796770355,9.29823585293916,9.68977695873408,NA,NA,"race","AA-ASIAN",0.185172114764388,-0.71704129364431,1.08738552317309,0.879382668057496,0.999988432922797
"121","TMPRSS2","race","LUAD","Normal",59,59,"AA","ASIAN","WHITE",NA,NA,4,0,55,NA,NA,0,0,0,NA,NA,11.5659892838773,NA,11.8721160360664,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","TMPRSS2","race","LUAD","Tumor",512,445,"AA","ASIAN","WHITE",NA,NA,52,7,386,NA,NA,0,0,0,NA,NA,10.4186031507987,11.9610369035455,10.5875399887786,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","TMPRSS2","race","LUSC","Normal",49,44,"AA","ASIAN","WHITE",NA,NA,2,0,42,NA,NA,0,0,0,NA,NA,12.3067241691697,NA,11.7564182728191,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","TMPRSS2","race","LUSC","Tumor",501,388,"AA","ASIAN","WHITE",NA,NA,30,9,349,NA,NA,0,0,0,NA,NA,7.79171988732763,8.78815689227688,8.0088213894158,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","TMPRSS2","race","MESO","Normal",0,0,"AA","ASIAN","WHITE",NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","TMPRSS2","race","MESO","Tumor",86,86,"AA","ASIAN","WHITE",NA,NA,1,1,84,NA,NA,0,0,0,NA,NA,3.24264823246393,2.28968694280498,3.15836963418193,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","TMPRSS2","race","OV","Normal",0,0,"AA","ASIAN","WHITE",NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","TMPRSS2","race","OV","Tumor",264,251,"AA","ASIAN","WHITE",NA,NA,22,10,219,NA,NA,0,0,0,NA,NA,5.47733113689658,5.18485793240748,5.26824302353869,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","TMPRSS2","race","PAAD","Normal",4,4,"AA","ASIAN","WHITE",NA,NA,0,1,3,NA,NA,0,0,0,NA,NA,NA,10.7007431377131,7.75317119468938,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","TMPRSS2","race","PAAD","Tumor",177,173,"AA","ASIAN","WHITE",NA,NA,6,11,156,NA,NA,0,0,0,NA,NA,11.144996077047,11.4378906875633,10.3696569578423,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","TMPRSS2","race","PCPG","Normal",3,3,"AA","ASIAN","WHITE",NA,NA,0,0,3,NA,NA,0,0,0,NA,NA,NA,NA,1.58496250072116,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","TMPRSS2","race","PCPG","Tumor",178,173,"AA","ASIAN","WHITE",NA,NA,20,6,147,NA,NA,0,0,0,NA,NA,1.77294518274856,1.62156029148338,1.83049858422103,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","TMPRSS2","race","PRAD","Normal",52,46,"AA","ASIAN","WHITE",NA,NA,4,0,42,NA,NA,0,0,0,NA,NA,13.781063699098,NA,13.9505671085794,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","TMPRSS2","race","PRAD","Tumor",495,156,"AA","ASIAN","WHITE",NA,NA,7,2,147,NA,NA,0,0,0,NA,NA,14.9451963852401,14.3338820413128,14.7284811459838,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","TMPRSS2","race","READ","Normal",10,6,"AA","ASIAN","WHITE",NA,NA,0,0,6,NA,NA,0,0,0,NA,NA,NA,NA,13.711024567109,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","TMPRSS2","race","READ","Tumor",159,86,"AA","ASIAN","WHITE",NA,NA,5,1,80,NA,NA,0,0,0,NA,NA,11.7491319584756,11.6540810390844,11.7529175827307,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","TMPRSS2","race","SARC","Normal",2,2,"AA","ASIAN","WHITE",NA,NA,0,0,2,NA,NA,0,0,0,NA,NA,NA,NA,8.5018250075284,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","TMPRSS2","race","SARC","Tumor",259,250,"AA","ASIAN","WHITE",NA,NA,18,6,226,NA,NA,0,0,0,NA,NA,2.28981531170997,2.256108564702,2.62093084737987,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","TMPRSS2","race","SKCMmets","Normal",1,1,"AA","ASIAN","WHITE",NA,NA,0,0,1,NA,NA,0,0,0,NA,NA,NA,NA,4.59785292905755,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","TMPRSS2","race","SKCMmets","Tumor",365,357,"AA","ASIAN","WHITE",NA,NA,1,5,351,NA,NA,0,0,0,NA,NA,2.504417002555,3.50538920246623,3.89925566389323,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","TMPRSS2","race","SKCMprimary","Normal",0,0,"AA","ASIAN","WHITE",NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","TMPRSS2","race","SKCMprimary","Tumor",103,101,"AA","ASIAN","WHITE",NA,NA,0,7,94,NA,NA,0,0,0,NA,NA,NA,4.8262120964967,3.73849688544415,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","TMPRSS2","race","STAD","Normal",30,23,"AA","ASIAN","WHITE",NA,NA,1,7,15,NA,NA,0,0,0,NA,NA,3.99666704528163,6.34125621449943,11.5498916206117,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","TMPRSS2","race","STAD","Tumor",374,322,"AA","ASIAN","WHITE",NA,NA,11,74,237,NA,NA,0,0,16,NA,NA,11.7685310575001,11.1163993895749,11.0301912194313,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","TMPRSS2","race","TGCT","Normal",0,0,"AA","ASIAN","WHITE",NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","TMPRSS2","race","TGCT","Tumor",134,129,"AA","ASIAN","WHITE",NA,NA,6,4,119,NA,NA,0,0,0,NA,NA,6.02676594724466,4.49827778626747,5.38510049786239,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","TMPRSS2","race","THCA","Normal",58,50,"AA","ASIAN","WHITE",NA,NA,5,3,42,NA,NA,0,0,0,NA,NA,8.33345001762275,9.19878538816117,8.88454540141968,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","TMPRSS2","race","THCA","Tumor",502,410,"AA","ASIAN","WHITE",NA,NA,27,51,332,NA,NA,0,0,0,NA,NA,8.48185735885059,8.64271279059392,8.63304597540568,NA,NA,"race","ASIAN-WHITE",0.00966681518823798,-0.539069522953314,0.55840315332979,0.999053687656883,0.999988432922797
"149","TMPRSS2","race","THCA","Tumor",502,410,"AA","ASIAN","WHITE",NA,NA,27,51,332,NA,NA,0,0,0,NA,NA,8.48185735885059,8.64271279059392,8.63304597540568,NA,NA,"race","AA-WHITE",-0.151188616555093,-0.881343113038253,0.578965879928068,0.87748657729164,0.999988432922797
"150","TMPRSS2","race","THCA","Tumor",502,410,"AA","ASIAN","WHITE",NA,NA,27,51,332,NA,NA,0,0,0,NA,NA,8.48185735885059,8.64271279059392,8.63304597540568,NA,NA,"race","AA-ASIAN",-0.160855431743331,-1.02921340216632,0.707502538679656,0.900671886348559,0.999988432922797
"151","TMPRSS2","race","THYM","Normal",2,2,"AA","ASIAN","WHITE",NA,NA,1,0,1,NA,NA,0,0,0,NA,NA,5.74576977230455,NA,4.44745356685467,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","TMPRSS2","race","THYM","Tumor",119,117,"AA","ASIAN","WHITE",NA,NA,6,12,99,NA,NA,0,0,0,NA,NA,3.44538360964298,3.9622762967303,3.92577652260161,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","TMPRSS2","race","UCEC","Normal",22,22,"AA","ASIAN","WHITE",NA,NA,3,0,19,NA,NA,0,0,0,NA,NA,4.65116656534404,NA,5.95868477826918,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","TMPRSS2","race","UCEC","Tumor",530,485,"AA","ASIAN","WHITE",NA,NA,105,20,360,NA,NA,0,0,0,NA,NA,8.64928012783577,8.82733443229677,9.02689553977225,NA,NA,"race","ASIAN-WHITE",-0.199561107475477,-1.12154693280735,0.722424717856399,0.867065493198087,0.999988432922797
"155","TMPRSS2","race","UCEC","Tumor",530,485,"AA","ASIAN","WHITE",NA,NA,105,20,360,NA,NA,0,0,0,NA,NA,8.64928012783577,8.82733443229677,9.02689553977225,NA,NA,"race","AA-WHITE",-0.377615411936469,-0.822737628198221,0.0675068043252824,0.114650706354457,0.589632204108638
"156","TMPRSS2","race","UCEC","Tumor",530,485,"AA","ASIAN","WHITE",NA,NA,105,20,360,NA,NA,0,0,0,NA,NA,8.64928012783577,8.82733443229677,9.02689553977225,NA,NA,"race","AA-ASIAN",-0.178054304460993,-1.15719263716144,0.801084028239459,0.904196858334577,0.999988432922797
"157","TMPRSS2","race","UCS","Normal",0,0,"AA","ASIAN","WHITE",NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","TMPRSS2","race","UCS","Tumor",56,55,"AA","ASIAN","WHITE",NA,NA,9,3,43,NA,NA,0,0,0,NA,NA,5.48505465396013,6.1468554296397,5.92172829135282,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","TMPRSS2","race","UVM","Normal",0,0,"AA","ASIAN","WHITE",NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","TMPRSS2","race","UVM","Tumor",80,55,"AA","ASIAN","WHITE",NA,NA,0,0,55,NA,NA,0,0,0,NA,NA,NA,NA,2.31253079582386,NA,NA,NA,NA,NA,NA,NA,NA,NA
