"","ACC","BLCA","BRCA","CESC","CHOL","COAD","DLBC","ESCA","GBM","HNSC","KICH","KIRC","KIRP","LGG","LIHC","LUAD","LUSC","MESO","OV","PAAD","PCPG","PRAD","READ","SARC","SKCMmets","SKCMprimary","STAD","TGCT","THCA","THYM","UCEC","UCS","UVM"
"Megakaryocytes",-0.214156762748132,0.253434774096954,0.228238623300082,0.220707774874361,0.0081086299157547,-0.138521798726674,-0.0834771997824525,0.593854856763692,-0.00664948637986612,0.0958419379255684,0.164729020979021,0.0479289172436903,-0.00640500424237421,-0.163519642181336,0.20813652162402,0.364739239792142,0.342422558636145,-0.0236651692642976,-0.0135772721859697,-0.0266421114592891,0.0533436688231903,0.012780541473241,-0.142121447336995,-0.160957433042217,-0.0279392188447109,0.0668853229202054,-0.0394152909748365,-0.15352815865575,0.234545443421253,0.0310094409614237,0.132129016931564,0.527434144375968,-0.0911437795403735
"Melanocytes",-0.0198286409098564,-0.030022937817472,0.061859139676692,0.206321591031024,-0.292481987037117,-0.0724205536134806,0.195235993462368,0.128113623265557,0.0863611788275561,0.35076646714913,-0.0115821678321678,-0.0369927424335219,-0.0471091593021714,-6.54505721197769e-05,-0.0332512092431721,-0.140621621161697,0.0794672225065579,0.217743065468479,-0.0107221181455764,-0.260285505831504,0.0386399308049312,-0.0950229759811526,-0.214384021758148,-0.0126964165646641,0.0479416042694734,-0.159482048531875,-0.0832564546649153,0.0325886039711995,-0.16530646500082,-0.0407117087805843,0.132460500826325,0.258473058485282,0.0386902150210691
"Memory B-cells",-0.0272004778680657,-0.10931862145427,0.104951968385692,0.00576306698697277,0.178249680357761,0.114553669789695,-0.173135869797813,0.170615600728728,0.230745706870485,0.269098065705802,0.108143405232095,0.0885152036641589,0.0897245841843796,0.0593888003045126,-0.023422899436754,-0.0457808020773294,0.218304093707272,0.0180587183348479,-0.0823931860207851,-0.130704087335804,0.0564103446602736,-0.0537998664922827,0.150321494774204,-0.0307921271620706,-0.0340769056675765,0.0838309735471767,0.0413733615339538,-0.395180740547366,0.0815161943617496,-0.235959716422063,-0.0959340166105721,-0.184927827943283,0.0915850818871217
"Megakaryocyte-erythroid progenitor",-0.200386111466474,-0.0554995508185546,-0.0390597271185216,-0.251159484870823,-0.0229086229086229,-0.0147462369243601,0.352343803275738,-0.215780998389694,-0.108552129562738,0.0238201256227839,0.209440559440559,0.185541417086581,-0.0151208259487439,0.0239329982076721,-0.144928878099907,-0.168160666545803,-0.354810601903762,-0.0145319077743609,0.0358592240529405,-0.089175654853621,-0.171503034201828,-0.187328885036865,-0.110860998328159,-0.0815654062306845,0.0361161860070459,0.0132563069057209,0.06471829046482,-0.228329530293395,-0.272015780878344,-0.105505665190435,-0.255516716419661,-0.16767203816594,-0.0550401783815209
"Mesangial cells",-0.0626877455140951,-0.190869781051537,0.197768563782054,0.265785230715413,0.0262548262548263,-0.0321452218290633,0.123294161621362,0.208643892339545,-0.0166091214040384,0.268035308750311,-0.161188811188811,-0.104895761069132,-0.197355915106358,0.00665053095126199,0.0501571324106732,0.0791321171847354,0.179511441402946,0.231300319968748,0.176913005552032,0.0465171136233791,0.122933916553182,-0.3197057459284,0.0643748507284452,-0.102622577606438,0.0257921721044577,-0.104124103507196,-0.154218304083479,0.80581702247076,0.413513344227153,0.00805991847883492,-0.179956957199958,0.683401972108873,-0.306632544314159
"Monocytes",-0.0207546212957731,-0.337596834456965,-0.0089511612461446,-0.132834954115966,-0.0587629353901183,-0.0904326121253907,-0.0715518855278165,-0.187086912051942,0.0281785988378504,-0.259899323577527,-0.116142101181862,-0.0979678637868994,-0.0572423250875132,0.0684227962230832,-0.00648793682980248,-0.000136358522972304,0.323873727837132,0.041998073412378,-0.174545114953557,-0.17429175893874,-0.0487945476673619,-0.0977357487677775,-0.100225151044197,-0.000622523920873279,-0.191465949112249,-0.0779852962727239,3.05473889554595e-05,-0.27852651328772,0.257550216440856,0.0504661710785182,-0.0226172949379,0.0304292859664806,0.033749880445767
"Multipotent progenitors",0.0914040714720003,0.0305578093727778,0.0204335910115688,-0.0849496275673396,0.0137693012042945,-0.0181985653095391,0.0812309462819182,0.0102286129513581,-0.0806651561237903,-0.0274897428588629,0.166967850114741,0.00686484481311383,0.0353742782797114,0.0219625721471735,0.110704314832658,0.0467940779168394,0.0500346897601199,0.139424730310061,0.00670519631145861,0.0615844268310224,-0.048727663523727,0.0211553039585939,-0.0250362935195611,0.046087837010384,-0.013471010065711,-0.031055320978508,0.0721778870743601,0.136820385988335,-0.106923222376864,0.0958885575064469,0.0632244771997772,-0.120642613308339,-0.152833155889826
"Mesenchymal stem cells",0.258686718343191,-0.195898680495826,-0.082653884474385,-0.285233331614116,-0.0344916344916345,-0.235853130414594,0.068980831537138,-0.613650218541523,-0.0116235058448106,-0.467639598925406,-0.143618881118881,0.0802423589882274,-0.143971864211969,-0.130636988767165,0.0517548415296437,-0.183774133352031,-0.0365633036715414,-0.0114213042234405,-0.0986765365270382,0.0877711604715985,-0.030183041311408,0.0893469433792014,-0.283804036302842,0.190358182257459,-0.0850312923722644,-0.06836827712354,-0.0365167706224333,-0.506223269616828,-0.0424857871403637,-0.0987401989784259,-0.0149972527222855,0.006493617458526,-0.130447336983604
"Microvascular endothelial cells",-0.252556942075584,0.127512759200325,0.0724203191278819,-0.205035730383369,0.0404118404118404,-0.0969159923728121,0.142283221909672,0.250011502185415,-0.129751955130324,-0.146390706021188,-0.0192307692307692,-0.150573463087845,-0.0990494476126175,0.0505102064823278,0.0358575186092819,0.0904816751890462,0.345003888637068,-0.023296435104766,-0.0671876605008108,-0.349037412787175,0.0940607466191535,-0.137508953977545,-0.0937813470265106,-0.0184515316114783,0.0125784888619442,0.0756281524340394,-0.05066111025364,0.261521964114266,-0.429523771083924,-0.0977645475352204,-0.0593470021020851,-0.0246757463423988,-0.186638590371824
"Myocytes",0.356661540123233,0.144690429604595,-0.0691120832644344,-0.0286854711015714,0.0967160535341031,-0.193429073762827,-0.111657999265111,-0.247479280141724,0.0816576703579131,-0.268321617980257,0.0820157562959394,0.026058791525931,0.160796797388817,-0.0194269030504112,0.0886517614147567,0.343440822380214,-0.0767453135324377,-0.101912448861312,0.0606891768606909,0.127187171534997,0.0624880318583021,0.0276870843990814,-0.225631655237176,-0.0667545037630201,0.12532080560995,0.147272496674806,-0.204772151726397,0.378600620830516,-0.101681005745476,0.131254502303384,-0.168478264823115,-0.512893248421577,0.19202059382057
"naive B-cells",-0.122269440425153,0.0462930157420394,0.0109209335242349,-0.0203252253549969,0.0902217069386153,0.0370660024684543,-0.276415655636129,-0.0139849290282225,0.00903038554735256,0.11717927827784,-0.324201791474617,0.042750103906824,0.0230640455156372,0.0193746267865442,-0.00149260085429228,0.0546599510354393,0.128210273595995,-0.0672026182327749,0.0146707296899821,-0.187837289144018,0.0424684892473654,0.0159386248562208,0.193415715192613,-0.200352158644235,0.00333825449811193,-0.00304081330794748,-0.0394331288468122,-0.776612010651203,-0.00938618049165391,-0.163040086959629,-0.0739701335145365,-0.0254156146589738,0.153862973249638
"Neurons",0.114806306890544,0.464174883893071,-0.235243284802276,0.0591924786323647,0.0839124839124839,-0.231195639088693,-0.047920070124134,-0.291796066252588,0.0707680458028727,0.24067178172036,0.305594405594406,0.0592722264434079,-0.103809242491832,-0.13507182640684,-0.00799052889752598,0.171673831062305,-0.272144953121645,0.0894605799355909,0.11640054458165,-0.303440037395474,-0.016113730393691,-0.299473545695957,-0.211693933604012,0.0789804970122548,-0.0232076552972696,0.0676271200424916,-0.271633445939634,0.367293856531877,-0.383724278372516,-0.137517002688309,-0.126123855424377,-0.367128624944665,0.147572514124078
"Neutrophils",0.220630192084105,-0.0459644784387854,-0.020665919546466,0.0364881594338252,0.125612339515711,0.0318325489552731,-0.217225068381734,0.090882033099396,0.0611242933633284,0.0181471552120913,-0.245615693508806,0.050232821625641,-0.0915084746479659,0.0476133294930656,0.102054498524446,-0.0144198628305128,0.205401863949047,-0.175156698467327,0.00949565209768205,-0.00281479754343032,-0.0433077591415822,0.0287710831886737,-0.00384911339231113,-0.0267515734971643,-0.0138005279735333,-0.173065981626671,0.0831464968910907,0.095167239189444,0.0102852953800693,0.0147513713678543,0.0296481069356755,-0.0830873407160401,0.0387496036333467
"NK cells",0.157571326919312,-0.0637305893425589,0.107316884876215,-0.0929404360790136,0.249228450130964,0.0326740780699664,0.122414109766257,-0.0233151529612687,0.0281977688841146,-0.19474211814777,0.0362911537128257,0.0119756662272749,0.00636196384660746,-0.0206210984183384,-0.00883910299091838,-0.0628997321269279,-0.0124383899009051,-0.0222176636609792,0.116882780299592,-0.077098496781189,0.0949736282817172,-0.0362324785810042,-0.0228306645072819,-0.0581127124621047,-0.106382083498732,-0.117520437516644,-0.106198657953712,-0.298294532978849,0.068728135243786,-0.101836404543336,-0.0367263335758353,0.181709501068305,-0.131334475617518
"NKT",-0.189430406369397,-0.0527761922611507,0.0401447874476847,-0.0984146988286573,-0.0707850707850708,0.344880615592311,-0.0489047290992874,0.282214745801702,-0.0444963935155869,-0.271472813786878,0.0116695804195804,-0.159146181691384,-0.068716367465207,0.11199316781745,-0.112528170288365,0.251869825370312,0.100589259727557,0.0994731305751798,-0.0210322591164689,-0.020928913973096,0.0257438455090141,-0.200907468309845,0.172011583472653,-0.0576971906988745,0.0795249198586522,-0.0819430868463826,-0.008966525335246,-0.147635257297473,0.10980712570724,-0.060098704592783,0.0751600452743146,-0.45486081450275,-0.159928951951086
"Osteoblast",0.0465069971687019,0.231538175216645,-0.163224909453726,0.0792756571826205,0.114421777700094,0.13121262638272,0.114511444745056,0.193658985311711,0.0748703542671177,0.0372970508897595,0.441652097902098,0.0707406344521285,0.0570353298508882,0.140250101976135,-0.166796945090396,0.0417848107383717,-0.133533210368673,0.0499802530549261,0.145785344685576,-0.0758883817364069,0.0149311082280094,0.328334656451123,0.115906644149495,-0.0258092148553158,-0.0137967094565799,-0.184448105436573,0.022725317105787,0.1345730128259,-0.36646635062909,0.173255690823339,0.117102351474811,-0.0491144501599015,0.185839885265135
"pDC",0.0237451598008097,-0.310605896141345,-0.039373664695917,-0.222938781943476,-0.161915181492372,-0.0528214468440038,-0.00831489801240681,0.0846230767074327,0.016469509522226,-0.0498405627027025,-0.127190873848492,0.0829253064797651,0.0648955592844669,-0.0154867177672193,-0.13276169469675,-0.406704409713147,0.0848149965534788,0.0682677941487608,-0.206492691311716,0.0199151455740002,0.0542863225202388,0.114309250568469,-0.0241192978266062,0.0218335109404478,-0.0898624782640988,-0.302030872737171,0.0977400153213751,-0.592840861960221,-0.00948273081178853,-0.0896751128772664,-0.112963908559279,0.0854139264546121,-0.0606025264516171
"Pericytes",0.0345540637080069,0.0764730045026218,0.100260624113734,0.132168169529266,-0.222680597267817,-0.140866433282814,-0.0600034544053175,0.21630502434775,-0.13300969602489,0.0532161376423488,-0.0935460407024881,-0.15144931651069,0.000134325340124987,0.241150057588295,0.208010698894784,0.0820294428012857,0.0860401126654855,-0.000478642976593341,-0.0416609100383786,-0.181354565919546,-0.0213516324260287,-0.131104947247273,-0.0774936593586891,0.11959409277562,-0.0393107054818923,0.0237727972847203,-0.0645436879021297,0.511555022731704,-0.242173865403272,0.00686912453312399,-0.0279643357061219,-0.0153427603248705,0.0766909372717071
"Plasma cells",0.199539457285865,0.17249230287014,0.0545980235096241,0.103556989115956,-0.0676962676962677,0.184757635786731,0.0786633114594802,0.54711113349077,0.110536268531889,0.293132637540396,-0.0480332167832168,0.0424949803494297,0.185290493315962,0.120251517458116,0.00223129846707211,-0.085140571764232,0.132230086335386,0.0625290991699148,-0.176270268948491,-0.0333736938298772,-0.0558134868024113,0.310428860895754,0.225600071650346,0.000653525361700758,-0.0109644405854086,-0.158197054407626,0.268176522036504,-0.172536404987538,-0.153212129755048,-0.226372499453821,-0.0292467848528405,-0.105914318441958,0.0328173833542401
"Platelets",-0.021254146880922,0.11311441957675,-0.00833734668357484,0.0178569735845832,-0.217774828162631,0.0183925138858067,-0.072543590511172,0.137196266981283,0.0413153346436169,0.183364416415213,0.374623017098083,0.0849896419513872,0.0746333489639027,-0.0850276054857692,-0.0428883936463719,-0.0103929171274899,-0.00616927047775023,0.0950382782541105,-0.0110855590487128,-0.0665543743394868,-0.0414359014751736,0.316026959550211,0.048197596539085,-0.060795768341711,-0.0733086579338658,-0.12981063727217,-0.0148289179434941,-0.0977870033087948,0.108447645170612,-0.0158933989891016,0.0323532276376087,0.217853328276436,0.189005909441638
"Preadipocytes",0.280335781412208,-0.167748321167769,0.0133749844128946,-0.0443211872186769,0.0488249124458215,0.0352481892485239,-0.090557699604342,0.293447162476785,-0.0713861781266053,-0.000914402950675166,0.149941956331687,-0.0445226140129665,-0.0277206949465395,-0.00916338145203411,-0.0818483865819051,-0.0269364641349667,0.0641186451883097,-0.0949582529202283,0.00728087491052559,-0.0348718803394922,0.0580349450171021,0.151328451280562,0.0350997418027305,-0.179790141284652,-0.0375623761569228,0.130467994271306,-0.101173104097316,-0.322720725547611,-0.0163868745285389,-0.0868936647235317,0.0862040726082779,0.0659172314026229,0.102853241678045
"pro B-cells",0.30323752934078,-0.334879610300611,-0.0515763223770808,-0.200168312578307,0.0934278808285971,-0.0884186295033283,-0.0225924531521317,-0.177482990602386,0.0313782634966936,0.0551795407384221,-0.474926610160428,0.0286898789160977,-0.0433661295354273,-0.0999616725307941,-0.352284959206689,-0.514318939531599,-0.198019648009294,0.117219833558659,0.0179036990151633,-0.159095011762097,0.0742778999229362,-0.049811923485342,-0.114822679458945,0.098476571021513,-0.0743632082408361,-0.0709295252723676,0.0355565801431523,-0.674935471611556,0.0129748079598611,0.0894446165565772,-0.292151526074501,-0.531827269853279,0.0632937115275367
"Sebocytes",0.0360505483929709,-0.272186744292172,0.33409349561796,-0.0642494451782273,0.117889317889318,0.0938486181633697,0.456401200734573,-0.490585461237635,0.0311818514517943,-0.194451201176711,-0.152447552447552,0.372929979654643,0.278560778687372,0.0159339391331715,0.278546652732116,-0.0689102820217255,0.05191316172436,0.164827217368503,0.105761982955362,0.341268329841935,0.00759211176637756,-0.0799408147031237,-0.000194053021256269,0.134549931324429,0.116732797959259,0.236909114408093,0.113982428903032,0.432811422600896,0.379011092212856,-0.241292132837146,0.0320056499998549,0.67882330818565,-0.0349642105324759
"Skeletal muscle",0.208845843494258,-0.0850021901411823,0.00550583765851909,-0.0561107641704652,-0.296041868362573,-0.000326824051766353,-0.272452295627159,-0.119431867344548,0.0707925321495811,-0.191149726748912,0.161013748137777,0.0163810124041963,0.119454955251331,-0.0236462317779626,0.0970484344723853,-0.041990068338824,-0.0288859179252082,0.132647851246197,-0.0177070517252172,0.036075906336898,0.104342707112249,0.0427411557779862,0.0200523271792848,-0.187168715455773,-0.164647820323117,0.132240873706214,-0.237571306214305,0.231160857741968,-0.0845018088843831,-0.0690538227207041,-0.107809968165909,-0.58634105888262,0.0572898150444513
"Smooth muscle",-0.097670026275023,0.0277586993075719,-0.161696896036716,0.0796679877604431,-0.312483912483912,-0.135843723885438,-0.0924189183614812,-0.0422043938348286,-0.0561950881662151,-0.00509169586201016,-0.0520979020979021,0.0195385091365538,-0.039478416904782,0.0867751773281288,-0.115870300349911,-0.154863966665736,-0.202516401460028,-0.295630248723954,0.0659882768235797,-0.183034400373955,-0.0688578735650426,0.123706076040541,0.0697862748921695,-0.116673529782323,-0.0857362858429826,-0.0577375068643602,-0.224170094029277,0.314495585351166,-0.0976127157659051,0.0439758435528209,0.205482579870009,-0.0792904868620017,0.235688480453179
"Tgd cells",0.0538882124749552,0.0862856022457167,-0.0357555384136972,0.0626652626793714,0.213641283559229,-0.0944355131743415,NA,-0.214300358106775,0.0403504934119378,-0.0482051444294933,0.271634683975155,0.0799717420850266,0.019347377214144,0.0631383732755968,0.0794207421946778,0.123202948637564,-0.045384339263555,-0.0278607417187169,0.0115058272520178,0.0916345367208379,-0.0536643720879666,0.0290108656788891,0.0959217106850044,0.121429701282216,0.0726392102387872,-0.11033558728449,0.00596354316088284,-0.237345912896051,-0.0230879945898499,-0.0360098517384457,0.126641655945568,NA,-0.215977433172264
"Th1 cells",0.19147930948647,-0.497544807495164,-0.0993854892193589,-0.416482758318752,-0.157528957528958,-0.0232458059065562,0.150434010092886,-0.325235794801012,-0.00794779854222492,-0.194763684084056,0.0141171328671329,0.0567628781747698,-0.120620988711123,0.06222829213934,-0.339809464276902,-0.466111913678315,-0.301301047307775,0.0495900170959812,-0.0301776411795319,-0.102168850954796,0.0124262581018325,0.117179269513735,-0.0997462383568187,0.0541199172532667,-0.0543402725386063,-0.333362620968805,0.035484173604617,-0.3688200601005,-0.134529654385162,-0.00583254402908985,-0.282639270315301,-0.125771117091451,-0.00556744442015384
"Th2 cells",0.170584717959243,-0.53006400910265,-0.012346234579791,-0.264751136686537,-0.330861855542099,-0.0445801123440919,0.0932690862575895,-0.430840234644582,0.0108462080919749,-0.0578706483182096,-0.111228948935185,-0.0682450391880285,-0.0928904248187002,-0.134877469052214,-0.315459941345828,-0.612618587000473,-0.324255248289545,-0.0452335240436495,-0.145568177580021,-0.0985456844524833,0.0831648185893203,-0.262782610939657,-0.0589383807021734,-0.0338157570017663,-0.0547138598434966,-0.139689620887969,-0.0882725184532835,-0.501554882230452,-0.102455235668937,0.0901353414540935,-0.232891845333925,-0.113809190194166,0.182620490381009
"Tregs",-0.234936783110771,-0.196627376483675,-0.036213862898121,0.0130515639435482,-0.403787728291037,0.014070140173899,-0.0370548387370012,0.247534873680472,-0.113096653019122,0.0479089797493385,-0.236206961068672,-0.0149000285436853,0.00108417388666671,-0.129321782825371,0.00844530428622878,0.0743605825208059,0.187510706938188,0.19947338398329,-0.0274369693947733,-0.131189436349212,0.0712605395477502,-0.0956366698116972,0.110856183414822,-0.0223229230242024,-0.102088517008804,-0.14768930042803,0.0591796838740562,-0.0745428343286057,0.316278598207895,-0.0761417805560513,-0.0487612569007597,0.188878905254429,0.06489634635868
