"","ACE2","TMPRSS2","Cancer","Sample.type"
"TCGA.4X.A9FB.01A",5.49136249660909,5.78259727722652,"THYM","Tumor"
"TCGA.4X.A9FC.01A",2.63082479862984,4.96753292504636,"THYM","Tumor"
"TCGA.4X.A9FD.01A",7.22873212619647,1.73829226342949,"THYM","Tumor"
"TCGA.4Z.AA7M.01A",2.21225804420274,11.5215121087519,"BLCA","Tumor"
"TCGA.4Z.AA7N.01A",3.21864169535653,10.737560019842,"BLCA","Tumor"
"TCGA.4Z.AA7O.01A",5.0116834775258,11.231017124553,"BLCA","Tumor"
"TCGA.4Z.AA7Q.01A",7.95438826913325,8.25573203678129,"BLCA","Tumor"
"TCGA.4Z.AA7R.01A",1.95980724201089,10.3004898443631,"BLCA","Tumor"
"TCGA.4Z.AA7S.01A",2.52245755811521,11.5433992159076,"BLCA","Tumor"
"TCGA.4Z.AA7W.01A",8.05786720711981,2.92370066577433,"BLCA","Tumor"
"TCGA.4Z.AA7Y.01A",4.72275016369363,9.97996815814383,"BLCA","Tumor"
"TCGA.4Z.AA80.01A",7.38930006748236,10.9787176082217,"BLCA","Tumor"
"TCGA.4Z.AA81.01A",4.93301546911862,8.65266216030904,"BLCA","Tumor"
"TCGA.4Z.AA82.01A",6.88779331417498,3.30395605236634,"BLCA","Tumor"
"TCGA.4Z.AA83.01A",2.49577189968113,9.17141952037032,"BLCA","Tumor"
"TCGA.4Z.AA84.01A",6.75088783509179,4.29783703588664,"BLCA","Tumor"
"TCGA.4Z.AA86.01A",5.38663852997474,3.94364007203639,"BLCA","Tumor"
"TCGA.4Z.AA87.01A",2.35405715675231,12.1872747397041,"BLCA","Tumor"
"TCGA.4Z.AA89.01A",5.5058052036661,9.55231174130508,"BLCA","Tumor"
"TCGA.50.5044.01A",4.93713720174522,9.10216206718395,"LUAD","Tumor"
"TCGA.50.5045.01A",4.82683826829126,9.94059990515499,"LUAD","Tumor"
"TCGA.50.5049.01A",2.53361318137943,9.66262921484923,"LUAD","Tumor"
"TCGA.50.5051.01A",7.51947900230724,9.72674097766725,"LUAD","Tumor"
"TCGA.50.5055.01A",5.93403284877286,11.5672716308509,"LUAD","Tumor"
"TCGA.50.5066.01A",3.92553426425427,9.12155164804349,"LUAD","Tumor"
"TCGA.50.5068.01A",5.11427539591381,10.2175942528336,"LUAD","Tumor"
"TCGA.50.5072.01A",9.65587950372382,9.72601374886015,"LUAD","Tumor"
"TCGA.50.5930.01A",8.64895431185795,9.19479378300356,"LUAD","Tumor"
"TCGA.50.5930.11A",5.84974161234676,12.3877777134797,"LUAD","Normal"
"TCGA.50.5931.01A",2.46605279875968,5.11126923726333,"LUAD","Tumor"
"TCGA.50.5931.11A",6.29036542085088,12.3369277028041,"LUAD","Normal"
"TCGA.50.5932.01A",6.70615753643281,10.8042278431048,"LUAD","Tumor"
"TCGA.50.5932.11A",4.77350057717502,11.708721800637,"LUAD","Normal"
"TCGA.50.5933.01A",2.3337385732866,6.41197359312683,"LUAD","Tumor"
"TCGA.50.5933.11A",6.22112499819421,12.5068778016028,"LUAD","Normal"
"TCGA.50.5935.01A",9.42897983312363,12.2115141914719,"LUAD","Tumor"
"TCGA.50.5935.11A",6.27245996382748,11.6947583384099,"LUAD","Normal"
"TCGA.50.5936.01A",6.49166553378253,9.04997648088561,"LUAD","Tumor"
"TCGA.50.5936.11A",6.00326265970039,11.9878502099142,"LUAD","Normal"
"TCGA.50.5939.01A",4.46956693352248,8.90018151601197,"LUAD","Tumor"
"TCGA.50.5939.11A",5.70052294814645,11.9070972168202,"LUAD","Normal"
"TCGA.50.5941.01A",6.72197411276289,10.7756102807595,"LUAD","Tumor"
"TCGA.50.5942.01A",7.22305565095923,12.8164117100477,"LUAD","Tumor"
"TCGA.50.5944.01A",8.82552489120804,11.2737606384908,"LUAD","Tumor"
"TCGA.50.5946.01A",4.59864509340887,10.7663798279302,"LUAD","Tumor"
"TCGA.50.6590.01A",3.25121917464825,4.22965713352915,"LUAD","Tumor"
"TCGA.50.6591.01A",2.43015143606123,8.37569979117433,"LUAD","Tumor"
"TCGA.50.6592.01A",6.68910343281595,9.77193673466626,"LUAD","Tumor"
"TCGA.50.6593.01A",5.78021559627311,11.2525590002017,"LUAD","Tumor"
"TCGA.50.6594.01A",5.14544921419788,10.6629442501033,"LUAD","Tumor"
"TCGA.50.6595.01A",5.48544614884944,7.36682925430079,"LUAD","Tumor"
"TCGA.50.6595.11A",5.84591903211989,11.3983482324356,"LUAD","Normal"
"TCGA.50.6597.01A",6.79945000707565,12.2544765330115,"LUAD","Tumor"
"TCGA.50.6673.01A",9.12620111933193,11.801716441219,"LUAD","Tumor"
"TCGA.50.7109.01A",6.24056429848431,11.2602903485234,"LUAD","Tumor"
"TCGA.50.8457.01A",6.20109667089677,12.6588429699852,"LUAD","Tumor"
"TCGA.50.8459.01A",4.95302771963461,10.1910468732039,"LUAD","Tumor"
"TCGA.50.8460.01A",7.3799761168423,12.463202489676,"LUAD","Tumor"
"TCGA.51.4079.01A",7.94662560131218,9.37905989923454,"LUSC","Tumor"
"TCGA.51.4079.11A",7.01234519041983,12.4814563724795,"LUSC","Normal"
"TCGA.51.4080.01A",5.7776327504668,6.38863212998707,"LUSC","Tumor"
"TCGA.51.4081.01A",5.85678903575142,6.85124932023306,"LUSC","Tumor"
"TCGA.51.4081.11A",6.41675362341666,11.602536494703,"LUSC","Normal"
"TCGA.51.6867.01A",6.22680520741672,6.32528566428152,"LUSC","Tumor"
"TCGA.52.7622.01A",7.56872378784282,10.1275172115615,"LUSC","Tumor"
"TCGA.52.7809.01A",5.30762524292192,9.62068353985135,"LUSC","Tumor"
"TCGA.52.7810.01A",3.50662732901349,4.6249840263456,"LUSC","Tumor"
"TCGA.52.7811.01A",6.53124888244806,10.1819349023132,"LUSC","Tumor"
"TCGA.52.7812.01A",5.02575084746835,10.2686823448355,"LUSC","Tumor"
"TCGA.53.7624.01A",6.92050768744102,7.0117080736383,"LUAD","Tumor"
"TCGA.53.7626.01A",5.54902221535933,11.7331763656101,"LUAD","Tumor"
"TCGA.53.7813.01A",5.79220984655652,11.9388150594073,"LUAD","Tumor"
"TCGA.53.A4EZ.01A",6.62931144407304,11.894465381414,"LUAD","Tumor"
"TCGA.55.1592.01A",6.59057208023902,11.5082998913246,"LUAD","Tumor"
"TCGA.55.1594.01A",4.73253513457216,10.8364212410071,"LUAD","Tumor"
"TCGA.55.1596.01A",6.34256896755865,11.5640875499654,"LUAD","Tumor"
"TCGA.55.5899.01A",3.45957588092839,6.58730797815068,"LUAD","Tumor"
"TCGA.55.6543.01A",6.27972014279071,11.2044121945143,"LUAD","Tumor"
"TCGA.55.6642.01A",3.60576691725154,8.5158614426115,"LUAD","Tumor"
"TCGA.55.6712.01A",6.2056349229475,11.3740233206913,"LUAD","Tumor"
"TCGA.55.6968.01A",3.53432311701054,5.95322332667148,"LUAD","Tumor"
"TCGA.55.6968.11A",6.73992909004294,11.2146287569609,"LUAD","Normal"
"TCGA.55.6969.11A",6.00038091136924,12.8123437915814,"LUAD","Normal"
"TCGA.55.6970.01A",7.9416521494023,10.1337330439561,"LUAD","Tumor"
"TCGA.55.6970.11A",6.39789364074556,11.8431084234644,"LUAD","Normal"
"TCGA.55.6971.01A",8.42116858688219,10.6536870460471,"LUAD","Tumor"
"TCGA.55.6971.11A",5.66880841660084,12.2028706966644,"LUAD","Normal"
"TCGA.55.6972.01A",9.42132430117663,10.0776569237949,"LUAD","Tumor"
"TCGA.55.6972.11A",5.84123598914041,11.7080147535604,"LUAD","Normal"
"TCGA.55.6975.01A",4.47761904876089,6.75191891025806,"LUAD","Tumor"
"TCGA.55.6975.11A",6.45299894545512,12.1316158483761,"LUAD","Normal"
"TCGA.55.6978.01A",4.12186087095799,8.47593604244639,"LUAD","Tumor"
"TCGA.55.6978.11A",5.67414141092472,11.9695987725796,"LUAD","Normal"
"TCGA.55.6979.01A",7.8884875587659,10.0325279226183,"LUAD","Tumor"
"TCGA.55.6979.11A",6.51923680295453,12.4933225941849,"LUAD","Normal"
"TCGA.55.6980.01A",10.2616013310696,11.5077599596126,"LUAD","Tumor"
"TCGA.55.6980.11A",5.92812866912921,11.815879587203,"LUAD","Normal"
"TCGA.55.6981.01A",9.1890882012622,12.3480448143648,"LUAD","Tumor"
"TCGA.55.6981.11A",4.71857534290652,12.1389597005502,"LUAD","Normal"
"TCGA.55.6982.01A",8.99704113368407,11.7239083398509,"LUAD","Tumor"
"TCGA.55.6982.11A",6.01059412008717,11.2794538840229,"LUAD","Normal"
"TCGA.55.6983.01A",5.42864156501858,10.611015572885,"LUAD","Tumor"
"TCGA.55.6983.11A",7.04688389751188,12.308694540119,"LUAD","Normal"
"TCGA.55.6984.01A",5.57863082481508,12.0195872536547,"LUAD","Tumor"
"TCGA.55.6984.11A",5.14724563533901,12.0720521916128,"LUAD","Normal"
"TCGA.55.6985.01A",7.50862672425957,11.5973635651574,"LUAD","Tumor"
"TCGA.55.6985.11A",7.10537427212139,11.7051830950001,"LUAD","Normal"
"TCGA.55.6986.01A",5.42528808870713,10.9473885538807,"LUAD","Tumor"
"TCGA.55.6986.11A",5.47112241405857,11.3900937018881,"LUAD","Normal"
"TCGA.55.6987.01A",8.66496631249425,8.9713739842101,"LUAD","Tumor"
"TCGA.55.7227.01A",4.68962345087816,11.9910718194343,"LUAD","Tumor"
"TCGA.55.7281.01A",4.97682185236069,11.8676262421633,"LUAD","Tumor"
"TCGA.55.7283.01A",4.91014260944038,11.7317390487285,"LUAD","Tumor"
"TCGA.55.7284.01B",6.12944376543656,11.9975041213751,"LUAD","Tumor"
"TCGA.55.7570.01A",2.79110557041253,7.82077889665806,"LUAD","Tumor"
"TCGA.55.7573.01A",6.47034976463226,12.0744258249823,"LUAD","Tumor"
"TCGA.55.7574.01A",3.9727753538974,10.7415259738943,"LUAD","Tumor"
"TCGA.55.7576.01A",5.50077019106573,11.2914585187823,"LUAD","Tumor"
"TCGA.55.7724.01A",7.03623956281936,10.2220461973919,"LUAD","Tumor"
"TCGA.55.7725.01A",5.3134163816154,11.8081517265825,"LUAD","Tumor"
"TCGA.55.7726.01A",4.02765834030364,9.64670270247354,"LUAD","Tumor"
"TCGA.55.7727.01A",6.16605861217316,12.0353146098244,"LUAD","Tumor"
"TCGA.55.7728.01A",7.81784066857302,10.8152631996629,"LUAD","Tumor"
"TCGA.55.7815.01A",8.42912633553387,10.0995976630217,"LUAD","Tumor"
"TCGA.55.7816.01A",4.27382170266867,9.08309367066404,"LUAD","Tumor"
"TCGA.55.7903.01A",5.14513124690822,11.525129251204,"LUAD","Tumor"
"TCGA.55.7907.01A",7.40544784370754,10.5629769430146,"LUAD","Tumor"
"TCGA.55.7910.01A",7.74221510617909,9.20466161550821,"LUAD","Tumor"
"TCGA.55.7911.01A",5.89630575997795,10.7892238805789,"LUAD","Tumor"
"TCGA.55.7913.01B",7.66339443532372,9.94942258285147,"LUAD","Tumor"
"TCGA.55.7914.01A",7.90015433913578,15.1274744896778,"LUAD","Tumor"
"TCGA.55.7994.01A",5.91424399529158,9.70736603491145,"LUAD","Tumor"
"TCGA.55.7995.01A",8.16509290673128,11.6171322362225,"LUAD","Tumor"
"TCGA.55.8085.01A",8.10195991805113,10.2114868142671,"LUAD","Tumor"
"TCGA.55.8087.01A",6.12960655655141,12.856205683748,"LUAD","Tumor"
"TCGA.55.8089.01A",6.56196454508324,9.11690793175469,"LUAD","Tumor"
"TCGA.55.8090.01A",5.33888432085847,10.9529232103627,"LUAD","Tumor"
"TCGA.55.8091.01A",7.08529717403222,9.05509801908564,"LUAD","Tumor"
"TCGA.55.8092.01A",7.0000676247451,8.02801654367855,"LUAD","Tumor"
"TCGA.55.8094.01A",4.61219323907912,9.61325905916968,"LUAD","Tumor"
"TCGA.55.8096.01A",9.40281382585682,11.4365033460129,"LUAD","Tumor"
"TCGA.55.8097.01A",3.82874327250417,12.7177770826588,"LUAD","Tumor"
"TCGA.55.8203.01A",4.56223021087802,10.0853529488898,"LUAD","Tumor"
"TCGA.55.8204.01A",6.86708101206502,10.5720464607982,"LUAD","Tumor"
"TCGA.55.8205.01A",5.63912795197862,8.39060750323269,"LUAD","Tumor"
"TCGA.55.8206.01A",7.56944552093573,12.5067761701059,"LUAD","Tumor"
"TCGA.55.8207.01A",5.94208515171275,13.0955766891178,"LUAD","Tumor"
"TCGA.55.8208.01A",6.60553137266396,10.9428443521663,"LUAD","Tumor"
"TCGA.55.8299.01A",6.41550686236085,11.1443395912478,"LUAD","Tumor"
"TCGA.55.8301.01A",7.07267393204009,10.5162023289556,"LUAD","Tumor"
"TCGA.55.8302.01A",6.3215006331606,10.6770324803797,"LUAD","Tumor"
"TCGA.55.8505.01A",6.58654709191834,9.951337175651,"LUAD","Tumor"
"TCGA.55.8506.01A",6.21934279524266,11.6720451700302,"LUAD","Tumor"
"TCGA.55.8507.01A",5.82200096938796,12.3013161326615,"LUAD","Tumor"
"TCGA.55.8508.01A",4.96779111972562,9.50433039426679,"LUAD","Tumor"
"TCGA.55.8510.01A",7.97424248868109,10.8779205890119,"LUAD","Tumor"
"TCGA.55.8511.01A",2.9794217654432,10.6909233747681,"LUAD","Tumor"
"TCGA.55.8512.01A",6.13634931599308,11.6147466470907,"LUAD","Tumor"
"TCGA.55.8513.01A",7.23482700914389,12.0337361480095,"LUAD","Tumor"
"TCGA.55.8514.01A",7.74992304572834,12.9126536069425,"LUAD","Tumor"
"TCGA.55.8614.01A",5.30234829941141,10.69320814891,"LUAD","Tumor"
"TCGA.55.8615.01A",4.94520970865249,10.5572147745427,"LUAD","Tumor"
"TCGA.55.8616.01A",3.8103814049475,12.8255113761541,"LUAD","Tumor"
"TCGA.55.8619.01A",5.5626454065487,12.072862813022,"LUAD","Tumor"
"TCGA.55.8620.01A",2.95653994865677,6.75191891025806,"LUAD","Tumor"
"TCGA.55.8621.01A",5.60091494403077,10.7327355710844,"LUAD","Tumor"
"TCGA.55.A48X.01A",6.65466037156398,11.9680979539794,"LUAD","Tumor"
"TCGA.55.A48Y.01A",9.38011469011876,10.3938623399789,"LUAD","Tumor"
"TCGA.55.A48Z.01A",6.5738486206119,10.5889394536552,"LUAD","Tumor"
"TCGA.55.A490.01A",4.56465863146212,9.82625133777871,"LUAD","Tumor"
"TCGA.55.A491.01A",6.45451974278969,10.9618331080249,"LUAD","Tumor"
"TCGA.55.A492.01A",10.9633079385927,10.613301425092,"LUAD","Tumor"
"TCGA.55.A493.01A",3.82268936446939,6.92797939209121,"LUAD","Tumor"
"TCGA.55.A494.01A",4.3430311088963,11.6515719724297,"LUAD","Tumor"
"TCGA.55.A4DF.01A",6.29201419325634,10.2114259741741,"LUAD","Tumor"
"TCGA.55.A4DG.01A",4.27427657275664,11.5973356284197,"LUAD","Tumor"
"TCGA.55.A57B.01A",8.39928219757199,11.9639400635001,"LUAD","Tumor"
"TCGA.56.1622.01A",7.4439961133034,10.5931483187296,"LUSC","Tumor"
"TCGA.56.5897.01A",6.99949271334798,8.76276404899267,"LUSC","Tumor"
"TCGA.56.5898.01A",6.44237127917861,9.98159582158197,"LUSC","Tumor"
"TCGA.56.6545.01A",5.88231779500478,8.47503217561366,"LUSC","Tumor"
"TCGA.56.6546.01A",4.61633416948846,8.32332502917737,"LUSC","Tumor"
"TCGA.56.7221.01A",6.88770803302981,8.43743999205973,"LUSC","Tumor"
"TCGA.56.7222.01A",6.57403185488419,7.93383226223944,"LUSC","Tumor"
"TCGA.56.7222.11A",7.57627269820852,12.2741888489868,"LUSC","Normal"
"TCGA.56.7223.01A",4.45662875778722,5.38461627121006,"LUSC","Tumor"
"TCGA.56.7579.01A",3.75966718601766,7.68024698715317,"LUSC","Tumor"
"TCGA.56.7579.11A",5.29721343107298,11.8054980288669,"LUSC","Normal"
"TCGA.56.7580.01A",6.5685581181454,5.03334811160687,"LUSC","Tumor"
"TCGA.56.7580.11A",5.4519001432963,11.1318055267137,"LUSC","Normal"
"TCGA.56.7582.01A",6.44634060522848,7.5501695919205,"LUSC","Tumor"
"TCGA.56.7582.11A",4.73532720533315,11.6168474599349,"LUSC","Normal"
"TCGA.56.7730.01A",6.26545002367407,8.47443604325226,"LUSC","Tumor"
"TCGA.56.7730.11A",6.29813407045109,13.4200654802121,"LUSC","Normal"
"TCGA.56.7731.01A",7.62341331528586,11.0845426736419,"LUSC","Tumor"
"TCGA.56.7731.11A",6.80837217858724,12.0674915027183,"LUSC","Normal"
"TCGA.56.7822.01A",8.82103092226136,10.0965570422586,"LUSC","Tumor"
"TCGA.56.7823.01B",6.04081792746046,6.81397353773301,"LUSC","Tumor"
"TCGA.56.7823.11A",6.24457124479029,11.7488511386873,"LUSC","Normal"
"TCGA.56.8082.01A",6.49547292186962,8.92312243282948,"LUSC","Tumor"
"TCGA.56.8082.11A",4.52438970005492,12.5158476478268,"LUSC","Normal"
"TCGA.56.8083.01A",2.18497845969333,8.77059452297,"LUSC","Tumor"
"TCGA.56.8083.11A",4.08041889972863,12.0888577884543,"LUSC","Normal"
"TCGA.56.8201.01A",3.64675021678514,5.28479541950907,"LUSC","Tumor"
"TCGA.56.8201.11A",6.32835898066354,12.5758228418374,"LUSC","Normal"
"TCGA.56.8304.01A",8.80272960327579,10.559921942018,"LUSC","Tumor"
"TCGA.56.8305.01A",4.53650678029293,6.70093902616461,"LUSC","Tumor"
"TCGA.56.8307.01A",4.85462905676017,8.33465765477695,"LUSC","Tumor"
"TCGA.56.8308.01A",6.74789757015612,9.85230321715158,"LUSC","Tumor"
"TCGA.56.8309.01A",5.60895114012733,11.4802954202713,"LUSC","Tumor"
"TCGA.56.8309.11A",5.75107535812258,11.5060000643389,"LUSC","Normal"
"TCGA.56.8503.01A",6.68650052718322,8.32961697104416,"LUSC","Tumor"
"TCGA.56.8504.01A",8.13297776405676,8.79456532701304,"LUSC","Tumor"
"TCGA.56.8622.01A",6.11087893637629,8.35982421840789,"LUSC","Tumor"
"TCGA.56.8623.01A",5.64167896361163,11.7776416262405,"LUSC","Tumor"
"TCGA.56.8623.11A",5.83289001416474,11.8452940192788,"LUSC","Normal"
"TCGA.56.8624.01A",3.04776520977489,8.95241802399962,"LUSC","Tumor"
"TCGA.56.8625.01A",7.17724012434162,7.94892200761185,"LUSC","Tumor"
"TCGA.56.8626.01A",4.90916345349049,9.5795686228167,"LUSC","Tumor"
"TCGA.56.8628.01A",5.61237314223801,9.93384701219922,"LUSC","Tumor"
"TCGA.56.8629.01A",6.78208088076831,6.95265972023889,"LUSC","Tumor"
"TCGA.56.A49D.01A",6.49465241312945,10.369760907873,"LUSC","Tumor"
"TCGA.56.A4BW.01A",9.11219447543441,9.68239070172425,"LUSC","Tumor"
"TCGA.56.A4BX.01A",7.02588148715672,7.93308276580008,"LUSC","Tumor"
"TCGA.56.A4BY.01A",6.91830274273413,7.63605903123403,"LUSC","Tumor"
"TCGA.56.A4ZJ.01A",6.50881526328051,10.7605370004722,"LUSC","Tumor"
"TCGA.56.A4ZK.01A",7.99865247981054,7.34254585660529,"LUSC","Tumor"
"TCGA.56.A5DR.01A",5.94520034275312,7.73193671171332,"LUSC","Tumor"
"TCGA.56.A5DS.01A",6.9075877297511,10.4327402312253,"LUSC","Tumor"
"TCGA.56.A62T.01A",7.90308046061099,5.20245690341793,"LUSC","Tumor"
"TCGA.57.1582.01A",2.94854828325972,4.47975267662648,"OV","Tumor"
"TCGA.57.1583.01A",5.02675034727839,1.61829285791328,"OV","Tumor"
"TCGA.57.1584.01A",3.29668992650106,6.2584718931024,"OV","Tumor"
"TCGA.57.1585.01A",2.59879685574212,4.00370993413798,"OV","Tumor"
"TCGA.57.1993.01A",4.99693623745799,7.48330051495476,"OV","Tumor"
"TCGA.57.1994.01A",4.57547694734384,4.50533370590762,"OV","Tumor"
"TCGA.58.8386.01A",5.2412834337726,10.2755541953705,"LUSC","Tumor"
"TCGA.58.8386.11A",6.14413204749072,11.4346803471808,"LUSC","Normal"
"TCGA.58.8387.01A",3.01415887310351,6.40918724716531,"LUSC","Tumor"
"TCGA.58.8388.01A",4.36079266667123,8.53709800911905,"LUSC","Tumor"
"TCGA.58.8390.01A",4.40208772079809,7.14630900544921,"LUSC","Tumor"
"TCGA.58.8391.01A",6.9475492778685,7.24748134796759,"LUSC","Tumor"
"TCGA.58.8392.01A",8.37551300951216,8.53566030318692,"LUSC","Tumor"
"TCGA.58.8393.01A",8.86442141478966,10.5821137486029,"LUSC","Tumor"
"TCGA.58.A46J.01A",7.27090264916713,9.92073246205874,"LUSC","Tumor"
"TCGA.58.A46K.01A",7.35802696016145,4.01589001812602,"LUSC","Tumor"
"TCGA.58.A46L.01A",4.79680019057383,8.92276277747167,"LUSC","Tumor"
"TCGA.58.A46M.01A",7.8933804142372,3.01417673056074,"LUSC","Tumor"
"TCGA.58.A46N.01A",7.95321866966928,6.92992115626181,"LUSC","Tumor"
"TCGA.59.2348.01A",3.73148644650209,3.72782893506491,"OV","Tumor"
"TCGA.59.2350.01A",4.60947901500982,5.2259548263422,"OV","Tumor"
"TCGA.59.2351.01A",3.32213647102497,1.82666959735883,"OV","Tumor"
"TCGA.59.2352.01A",5.49374544894052,6.89017865159535,"OV","Tumor"
"TCGA.59.2354.01A",4.18331673065489,6.08665221585767,"OV","Tumor"
"TCGA.59.2355.01A",4.65862987349101,6.17937133112355,"OV","Tumor"
"TCGA.59.2363.01A",2.42252233146357,5.97054231560296,"OV","Tumor"
"TCGA.59.A5PD.01A",3.22478718833653,2.32647955249311,"OV","Tumor"
"TCGA.5B.A90C.01A",5.44264165910672,8.37910973217494,"UCEC","Tumor"
"TCGA.5C.A9VG.01A",8.62998310915252,8.2541452095069,"LIHC","Tumor"
"TCGA.5C.A9VH.01A",4.56705253999273,10.4792042833998,"LIHC","Tumor"
"TCGA.5C.AAPD.01A",2.59886539264523,9.30424863508781,"LIHC","Tumor"
"TCGA.5G.A9ZZ.01A",5.00157708538953,4.17231948999904,"THYM","Tumor"
"TCGA.5K.AAAP.01A",3.34919540554022,4.53195530505107,"THYM","Tumor"
"TCGA.5L.AAT0.01A",3.14828336250318,8.00560209462161,"BRCA","Tumor"
"TCGA.5L.AAT1.01A",3.92836084715835,8.61380051250972,"BRCA","Tumor"
"TCGA.5M.AAT4.01A",10.8928842874221,11.8805937011169,"COAD","Tumor"
"TCGA.5M.AAT6.01A",4.73468252710682,10.0827877317093,"COAD","Tumor"
"TCGA.5M.AATE.01A",10.0897152929817,10.5155323024932,"COAD","Tumor"
"TCGA.5N.A9KI.01A",8.51431560623234,11.4231737008521,"BLCA","Tumor"
"TCGA.5N.A9KM.01A",6.02538100657964,9.37961013279235,"BLCA","Tumor"
"TCGA.5P.A9JU.01A",12.0358678662086,6.25434271346176,"KIRP","Tumor"
"TCGA.5P.A9JV.01A",10.4108541050646,5.25260110100758,"KIRP","Tumor"
"TCGA.5P.A9JW.01A",11.47989139172,6.16467366374278,"KIRP","Tumor"
"TCGA.5P.A9JY.01A",11.1166103803152,6.83854844152553,"KIRP","Tumor"
"TCGA.5P.A9JZ.01A",12.1058397759996,2.52506659207821,"KIRP","Tumor"
"TCGA.5P.A9K0.01A",10.8757570293935,4.68549168868455,"KIRP","Tumor"
"TCGA.5P.A9K2.01A",10.2691500613755,5.85811779592979,"KIRP","Tumor"
"TCGA.5P.A9K3.01A",8.16738301891615,7.52591226074335,"KIRP","Tumor"
"TCGA.5P.A9K4.01A",8.34672646513651,6.12886663629535,"KIRP","Tumor"
"TCGA.5P.A9K6.01A",11.6140472299642,6.20817386875891,"KIRP","Tumor"
"TCGA.5P.A9K8.01A",2.30319624698775,11.7060901760225,"KIRP","Tumor"
"TCGA.5P.A9K9.01A",10.4746591148136,5.75407241642319,"KIRP","Tumor"
"TCGA.5P.A9KA.01A",10.905018386204,7.99572758573083,"KIRP","Tumor"
"TCGA.5P.A9KC.01A",13.0171877111465,9.06297164883525,"KIRP","Tumor"
"TCGA.5P.A9KE.01A",11.0386035366899,5.07289040632927,"KIRP","Tumor"
"TCGA.5P.A9KF.01A",11.1193950869465,6.8835597252632,"KIRP","Tumor"
"TCGA.5P.A9KH.01A",3.32538641465977,13.4871491631083,"KIRP","Tumor"
"TCGA.5R.AA1C.01A",10.1479553382768,9.08452407181766,"LIHC","Tumor"
"TCGA.5R.AA1D.01A",7.80830138015558,7.89462983700883,"LIHC","Tumor"
"TCGA.5R.AAAM.01A",4.9615446168468,10.7976777358193,"LIHC","Tumor"
"TCGA.5S.A9Q8.01A",4.56401226543738,9.31376962263542,"UCEC","Tumor"
"TCGA.5T.A9QA.01A",4.54828248237623,6.97622614236027,"BRCA","Tumor"
"TCGA.5U.AB0D.01A",2.45838200415601,1.58496250072116,"THYM","Tumor"
"TCGA.5U.AB0E.01A",6.82940562440429,1.94923609144459,"THYM","Tumor"
"TCGA.5U.AB0F.01A",3.30261150889447,4.88798335116457,"THYM","Tumor"
"TCGA.5V.A9RR.01A",4.71357485210895,2.48078212440398,"THYM","Tumor"
"TCGA.5X.AA5U.01A",2.78390755337452,5.56003322666694,"OV","Tumor"
"TCGA.60.2695.01A",3.53068255895425,8.07808140722905,"LUSC","Tumor"
"TCGA.60.2696.01A",5.79932048147104,8.92996256788128,"LUSC","Tumor"
"TCGA.60.2697.01A",5.23305207311458,11.2310531365606,"LUSC","Tumor"
"TCGA.60.2698.01A",7.27130427602664,9.66402588138913,"LUSC","Tumor"
"TCGA.60.2703.01A",2.14652489147744,7.30927624987203,"LUSC","Tumor"
"TCGA.60.2704.01A",5.3701747449247,9.19272185996138,"LUSC","Tumor"
"TCGA.60.2706.01A",6.74929290444375,12.6522153367026,"LUSC","Tumor"
"TCGA.60.2707.01A",6.93839166092322,11.4156731171855,"LUSC","Tumor"
"TCGA.60.2708.01A",7.3800454051443,3.86639369771677,"LUSC","Tumor"
"TCGA.60.2709.01A",5.6886223890327,9.72907176927368,"LUSC","Tumor"
"TCGA.60.2709.11A",5.1987809354223,12.1319919658598,"LUSC","Normal"
"TCGA.60.2710.01A",6.85204879106203,9.7974021416314,"LUSC","Tumor"
"TCGA.60.2711.01A",4.3477648558893,6.89036156824275,"LUSC","Tumor"
"TCGA.60.2712.01A",4.13476308089481,8.61214973453712,"LUSC","Tumor"
"TCGA.60.2713.01A",3.94888113665803,6.27367999252426,"LUSC","Tumor"
"TCGA.60.2714.01A",7.32819918583489,8.96165805255713,"LUSC","Tumor"
"TCGA.60.2715.01A",4.57774301431252,9.75955035002148,"LUSC","Tumor"
"TCGA.60.2716.01A",7.41579246239354,10.6890108024059,"LUSC","Tumor"
"TCGA.60.2719.01A",8.45851324773499,9.02683878146703,"LUSC","Tumor"
"TCGA.60.2720.01A",4.51592056162337,8.41801702336175,"LUSC","Tumor"
"TCGA.60.2721.01A",7.5000929573417,9.27622678645075,"LUSC","Tumor"
"TCGA.60.2722.01A",7.17424660739241,5.76632748039669,"LUSC","Tumor"
"TCGA.60.2723.01A",6.5839748182914,6.91182338353805,"LUSC","Tumor"
"TCGA.60.2724.01A",9.7734705763218,5.95621931826238,"LUSC","Tumor"
"TCGA.60.2725.01A",6.78764141448333,10.0263297791809,"LUSC","Tumor"
"TCGA.60.2726.01A",6.39230368276056,8.51490732091107,"LUSC","Tumor"
"TCGA.61.1721.01A",5.48545698106279,1.89555020821471,"OV","Tumor"
"TCGA.61.1724.01A",3.19367937996228,8.93708650507171,"OV","Tumor"
"TCGA.61.1725.01A",3.50350285890225,5.66441884080007,"OV","Tumor"
"TCGA.61.1728.01A",3.22644062843285,7.36793973942878,"OV","Tumor"
"TCGA.61.1733.01A",2.33192651631472,3.6200301826381,"OV","Tumor"
"TCGA.61.1736.01B",4.96988456701284,7.07577835376698,"OV","Tumor"
"TCGA.61.1737.01A",5.15130309634838,7.55289587125952,"OV","Tumor"
